id,farmer_id,crop_class,crop_variety,bbk_payment_method,base_price,grade_a_price,grade_b_price,grade_c_price, total_weight ,grade_a_weight,grade_b_weight,grade_c_weight, total_net_weight , net_owed_to_farmer ,grade_a_cash_value,grade_b_cash_value,grade_c_cash_value,bbk_created_at
22993,24549,Navy Bean,Lwangeni,Paycode,21,23,21,21, 50.00 ,50,0,0,0, -   ,0,0,0,14/07/2025
24005,24557,Navy Bean,Lwangeni,Airtel Money,21,23,21,21, 112.00 ,112,0,0,62," 1,426.00 ",1426,0,0,18/07/2025
3611,24577,Soy Bean,Kafue,Airtel Money,12,12,12,12,75,75,0,0,0,0,0,0,0,14/05/2025
6584,22286,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,0,100,0,0,0,0,0,0,25/05/2025
20690,22306,Groundnut,MGV8,Paycode,13,16,14,13,81,0,81,0, -   ,0,0,0,0,05/07/2025
20691,22306,Groundnut,Wamusanga,Airtel Money,12,13,12,12,40,40,0,0, 40.00 ,283,540,0,0,05/07/2025
19669,22314,Groundnut,MGV8,Airtel Money,13,16,14,13,100,82,18,0, -   ,0,0,0,0,02/07/2025
9832,22318,Soy Bean,Kafue,Airtel Money,12,12,12,12,66,0,66,0,0,0,0,0,0,04/06/2025
1659,22326,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,0,0,100,0,0,0,0,0,07/05/2025
3781,22330,Soy Bean,Kafue,Airtel Money,12,12,12,12,550,0,0,550,300,2250,0,0,3750,15/05/2025
15630,22350,Soy Bean,Kafue,MTN Money,11,11,11,11,81,0,81,0,0,0,0,0,0,20/06/2025
23919,22359,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 400.00 ,350,50,0,350," 6,650.00 ",7500,1100,0,18/07/2025
7995,22368,Soy Bean,Emerald,Airtel Money,12,12,12,12,101,0,0,101,1,12,0,0,12,29/05/2025
8683,22384,Soy Bean,Emerald,Airtel Money,12,12,12,12,100,0,0,100,0,0,0,0,0,01/06/2025
384,22388,Soy Bean,Kafue,Airtel Money,12,12,12,12,1150,0,0,1150,1050,12125,0,0,13125,24/04/2025
21818,22401,Navy Bean,Lwangeni,Paycode,21,23,21,21, 300.00 ,300,0,0,250," 5,750.00 ",5750,0,0,10/07/2025
17576,22437,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,0,100,0,0,0,0,0,0,26/06/2025
22423,24625,Navy Bean,Lwangeni,Paycode,21,23,21,21, 110.00 ,110,0,0,60," 1,380.00 ",1380,0,0,11/07/2025
22418,24633,Navy Bean,Lwangeni,Paycode,21,23,21,21, 182.00 ,182,0,0,132," 3,036.00 ",3036,0,0,11/07/2025
2846,24681,Soy Bean,Kafue,Airtel Money,12,12,12,12,350,0,0,350,150,1375,0,0,1875,12/05/2025
1406,24702,Groundnut,Lupande,Airtel Money,12,13,12,12,44,44,0,0, -   ,0,0,0,0,05/05/2025
20279,24728,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,100,0,0,0,0,0,0,0,04/07/2025
20277,24728,Soy Bean,Kafue,Airtel Money,9,9,9,9,25,0,0,25,0,0,0,0,0,04/07/2025
652,24732,Soy Bean,Kafue,Airtel Money,12,12,12,12,121,121,0,0,21,262,262,0,0,29/04/2025
15791,24736,Soy Bean,Emerald,Airtel Money,10,10,10,10,200,100,50,50,0,0,0,0,0,22/06/2025
17297,24760,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,0,50,50,0,0,0,0,0,26/06/2025
22066,24776,Navy Bean,Lwangeni,Paycode,21,23,21,21," 2,200.00 ",1750,400,50,2150," 46,550.00 ",39100,8400,1050,10/07/2025
14089,24780,Navy Bean,Lwangeni,Paycode,21,23,21,21, 300.00 ,300,0,0,250," 3,775.00 ",5750,0,0,17/06/2025
17823,24784,Soy Bean,Emerald,Airtel Money,9,9,9,9,94,0,94,0,0,0,0,0,0,27/06/2025
1522,24792,Soy Bean,Kafue,Paycode,12,12,12,12,300,300,0,0,0,0,0,0,0,05/05/2025
17471,24852,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,100,0,0,0,0,0,0,0,26/06/2025
17577,22441,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,0,0,100,0,0,0,0,0,26/06/2025
9836,22445,Soy Bean,Kafue,Airtel Money,12,12,12,12,180,0,180,0,0,0,0,0,0,04/06/2025
11289,22449,Soy Bean,Emerald,Airtel Money,12,12,12,12,1625,800,825,0,1425,17920,7680,10560,0,09/06/2025
15115,22466,Soy Bean,Kafue,MTN Money,11,11,11,11,493,0,0,493,493,5423,0,0,5423,19/06/2025
305,22466,Groundnut,Lupande,MTN Money,12,13,12,12,96,0,96,0, -   ,0,0,0,0,23/04/2025
8690,22490,Soy Bean,Emerald,Airtel Money,12,12,12,12,202,0,0,202,2,0,0,0,25,01/06/2025
2526,22518,Groundnut,Lupande,MTN Money,12,13,12,12,20,20,0,0, -   ,0,0,0,0,09/05/2025
17340,22574,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 300.00 ,300,0,0,300, 540.00 ,7500,0,0,26/06/2025
2319,22578,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,0,0,100,0,0,0,0,0,09/05/2025
5078,22610,Soy Bean,Kafue,Airtel Money,12,12,12,12,165,0,0,165,40,0,0,0,500,20/05/2025
6674,22618,Soy Bean,Kafue,MTN Money,12,12,12,12,100,0,0,100,0,0,0,0,0,26/05/2025
9968,22634,Groundnut,Lupande,Paycode,13,16,14,13,100,0,80,20, -   ,0,0,0,0,05/06/2025
10640,22658,Soy Bean,Kafue,Paycode,12,12,12,12,100,100,0,0,0,0,0,0,0,06/06/2025
25487,22670,Soy Bean,Kafue,Airtel Money,9,9,9,9,100,0,100,0,100,0,0,950,0,31/07/2025
16544,24876,Navy Bean,Lwangeni,Paycode,21,23,21,21, 450.00 ,450,0,0,400," 9,200.00 ",9200,0,0,25/06/2025
19171,24888,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,0,100,0,0,0,0,0,0,01/07/2025
20895,24892,Navy Bean,Lwangeni,Paycode,21,23,21,21, 150.00 ,150,0,0,150," 3,450.00 ",3450,0,0,06/07/2025
14228,24901,Navy Bean,Lwangeni,Airtel Money,21,23,21,21, 150.00 ,0,150,0,100," 2,100.00 ",0,2100,0,17/06/2025
20419,24925,Navy Bean,Lwangeni,Paycode,21,23,21,21, 550.00 ,550,0,0,500," 10,200.00 ",11500,0,0,04/07/2025
20868,24929,Navy Bean,Lwangeni,Paycode,21,23,21,21, 500.00 ,500,0,0,450," 9,350.00 ",10350,0,0,06/07/2025
17833,24937,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,0,100,0,0,0,0,0,0,27/06/2025
15171,24981,Soy Bean,Emerald,Bank,2200,2400,2200,2200,50,0,50,0,0,0,0,0,0,20/06/2025
17477,24993,Soy Bean,Emerald,Airtel Money,9,9,9,9,73,73,0,0,0,0,0,0,0,26/06/2025
25928,24997,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,0,100,0,0,0,0,0,0,26/08/2025
4481,24997,Soy Bean,Emerald,Airtel Money,12,12,12,12,100,50,50,0,0,0,0,0,0,17/05/2025
19063,25005,Soy Bean,Emerald,Airtel Money,9,9,9,9,100,0,100,0,0,0,0,0,0,01/07/2025
23683,25009,Navy Bean,Lwangeni,MTN Money,21,23,21,21, 50.00 ,50,0,0,0, -   ,0,0,0,17/07/2025
7768,25021,Soy Bean,Emerald,Airtel Money,12,12,12,12,353,0,0,353,253,3238,0,0,3238,29/05/2025
11184,22698,Soy Bean,Kafue,MTN Money,12,12,12,12,128,128,0,0,28,350,350,0,0,09/06/2025
10831,22710,Soy Bean,Emerald,Airtel Money,12,12,12,12,771,0,121,650,771,7918,0,1548,8320,07/06/2025
3895,22710,Soy Bean,Emerald,Airtel Money,12,12,12,12,722,0,722,0,722,9025,0,9025,0,15/05/2025
1867,22714,Soy Bean,Emerald,Airtel Money,12,12,12,12,300,0,300,0,200,2500,0,2500,0,07/05/2025
19971,22722,Soy Bean,Emerald,Airtel Money,9,9,9,9,59,0,50,9,0,0,0,0,0,03/07/2025
10834,22726,Soy Bean,Emerald,Airtel Money,12,12,12,12,100,0,0,100,0,0,0,0,0,07/06/2025
1017,22746,Soy Bean,Kafue,Airtel Money,12,12,12,12,10,0,10,0,0,0,0,0,0,01/05/2025
8484,22774,Soy Bean,Emerald,Airtel Money,12,12,12,12,200,0,0,200,0,0,0,0,0,31/05/2025
62,22782,Soy Bean,Emerald,Airtel Money,12,12,12,12,50,50,0,0,50,625,625,0,0,14/04/2025
59,22782,Soy Bean,Emerald,Airtel Money,12,12,12,12,50,50,0,0,50,625,625,0,0,14/04/2025
56,22782,Soy Bean,Emerald,Airtel Money,12,12,12,12,50,50,0,0,0,0,0,0,0,14/04/2025
17161,22818,Groundnut,Lupande,MTN Money,12,13,12,12,83,83,0,0, -   ,0,0,0,0,25/06/2025
8917,22834,Soy Bean,Emerald,Airtel Money,12,12,12,12,100,0,0,100,0,0,0,0,0,02/06/2025
18799,22846,Soy Bean,Emerald,Airtel Money,9,9,9,9,88,88,0,0,0,0,0,0,0,29/06/2025
8162,16330,Groundnut,Lupande,Airtel Money,12,13,12,12,40,20,20,0, -   ,0,0,0,0,30/05/2025
2393,16346,Groundnut,Lupande,Airtel Money,12,13,12,12,75,75,0,0, -   ,0,0,0,0,09/05/2025
4094,16398,Soy Bean,Kafue,Paycode,13,17,15,14,650,500,150,0,450,7350,5100,2250,0,16/05/2025
13113,16414,Soy Bean,Kafue,Paycode,12,15,14,12,1000,1000,0,0,900,12850,13500,0,0,14/06/2025
1060,16430,Groundnut,Lupande,Airtel Money,12,13,12,12,40,40,0,0, -   ,0,0,0,0,01/05/2025
22608,16469,Groundnut,Wamusanga,Airtel Money,12,13,12,12,1313,1313,0,0," 1,313.00 ",17725,17725,0,0,12/07/2025
20209,16469,Groundnut,Wamusanga,Airtel Money,12,13,12,12,122,122,0,0, 22.00 ,297,297,0,0,04/07/2025
20220,16477,Groundnut,Wamusanga,Airtel Money,12,13,12,12,120,120,0,0, 20.00 ,270,270,0,0,04/07/2025
23742,16543,Groundnut,Lupande,Airtel Money,0,27,0,0,53,53,0,0, -   ,0,0,0,0,17/07/2025
19680,16568,Soy Bean,Kafue,Airtel Money,10,10,10,10,100,100,0,0,0,0,0,0,0,02/07/2025
24633,16572,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 950.00 ,950,0,0,950," 23,750.00 ",23750,0,0,23/07/2025
24632,16572,Navy Bean,Lwangeni,Paycode,21,23,21,21, 850.00 ,850,0,0,800," 12,025.00 ",18400,0,0,23/07/2025
17000,16580,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 53.00 ,0,53,0,53," 1,166.00 ",0,1166,0,25/06/2025
14513,16632,Soy Bean,Kafue,Paycode,12,15,14,12,400,400,0,0,270,3400,4050,0,0,18/06/2025
10804,25029,Soy Bean,Emerald,Airtel Money,12,12,12,12,278,0,0,278,278,3558,0,0,3558,07/06/2025
10803,25029,Soy Bean,Emerald,Airtel Money,12,12,12,12,100,0,0,100,0,0,0,0,0,07/06/2025
24824,25041,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 270.00 ,270,0,0,270," 6,150.00 ",6750,0,0,23/07/2025
11417,25050,Soy Bean,Emerald,Airtel Money,12,12,12,12,98,50,0,48,0,0,0,0,0,07/06/2025
6881,25066,Soy Bean,Emerald,Airtel Money,12,12,12,12,100,0,100,0,0,0,0,0,0,26/05/2025
1391,25090,Soy Bean,Emerald,Airtel Money,12,12,12,12,121,0,121,0,21,262,0,262,0,05/05/2025
1194,25126,Groundnut,Wamusanga,Airtel Money,13,16,14,13,227,227,0,0, 127.00 ,1432,2032,0,0,02/05/2025
19234,25134,Groundnut,Wamusanga,Airtel Money,12,13,12,12,100,100,0,0, -   ,0,0,0,0,01/07/2025
17238,25142,Groundnut,Wamusanga,MTN Money,12,13,12,12,113,113,0,0, 13.00 ,175,175,0,0,26/06/2025
17236,25146,Groundnut,Wamusanga,MTN Money,12,13,12,12,228,228,0,0, 128.00 ,1128,1728,0,0,26/06/2025
4518,25192,Soy Bean,Kafue,Airtel Money,12,12,12,12,567,567,0,0,467,4837,5837,0,0,18/05/2025
23812,25208,Groundnut,Lupande,Airtel Money,0,27,0,0,18,18,0,0, -   ,0,0,0,0,18/07/2025
23811,25212,Groundnut,Lupande,Airtel Money,0,27,0,0,44,44,0,0, -   ,-250,0,0,0,18/07/2025
9858,25245,Soy Bean,Kafue,Zamtel Money,12,12,12,12,100,0,100,0,0,0,0,0,0,04/06/2025
22137,16648,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 47.00 ,0,47,0,47," 1,034.00 ",0,1034,0,10/07/2025
137,16673,Groundnut,Lupande,Paycode,12,13,12,12,100,100,0,0, -   ,0,0,0,0,16/04/2025
3062,16685,Groundnut,Lupande,Airtel Money,12,13,12,12,15,15,0,0, -   ,0,0,0,0,12/05/2025
3061,16685,Groundnut,Lupande,Airtel Money,12,13,12,12,20,20,0,0, -   ,0,0,0,0,12/05/2025
22559,16693,Navy Bean,Lwangeni,Paycode,21,23,21,21, 556.00 ,150,406,0,506," 9,426.00 ",2300,8526,0,12/07/2025
8872,17383,Soy Bean,Kafue,Paycode,13,17,15,14,457,457,0,0,332,4944,5644,0,0,02/06/2025
17931,17387,Soy Bean,Kafue,Paycode,12,15,14,12,706,706,0,0,556,8340,8340,0,0,27/06/2025
17922,17391,Soy Bean,Kafue,Paycode,12,15,14,12,636,636,0,0,436,6540,6540,0,0,27/06/2025
25901,17479,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 203.00 ,203,0,0,203," 5,075.00 ",5075,0,0,19/08/2025
23397,17479,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 83.00 ,83,0,0,83," 2,075.00 ",2075,0,0,15/07/2025
23711,17487,Groundnut,Lupande,Airtel Money,0,27,0,0,40,40,0,0, -   ,0,0,0,0,17/07/2025
24169,17559,Groundnut,Lupande,Airtel Money,0,27,0,0,111,111,0,0, 11.00 ,297,297,0,0,21/07/2025
5754,17567,Groundnut,Lupande,Airtel Money,12,13,12,12,100,100,0,0, -   ,0,0,0,0,22/05/2025
11726,17575,Soy Bean,Kafue,Airtel Money,12,12,12,12,750,750,0,0,750,9000,9000,0,0,11/06/2025
23069,16832,Cowpea,Lutembwe,Paycode,10,13,12,10,113,113,0,0,113,1469,1469,0,0,14/07/2025
23808,16844,Groundnut,Lupande,Airtel Money,0,27,0,0,54,54,0,0, -   ,0,0,0,0,18/07/2025
22219,16844,Groundnut,Lupande,Airtel Money,0,27,0,0,18,18,0,0, -   ,0,0,0,0,10/07/2025
22218,16844,Groundnut,Lupande,Airtel Money,0,27,0,0,19,19,0,0, -   ,0,0,0,0,10/07/2025
12360,16873,Soy Bean,Kafue,Paycode,13,17,15,14,1142,942,200,0,1022,16324,13974,3000,0,12/06/2025
5059,16881,Soy Bean,Kafue,Paycode,13,17,15,14,450,450,0,0,325,5025,5525,0,0,20/05/2025
2685,16905,Soy Bean,Kafue,Paycode,13,17,15,14,1066,766,300,0,966,15322,11322,4500,0,10/05/2025
6519,16913,Soy Bean,Kafue,Paycode,13,17,15,14,325,275,0,50,225,3025,2975,0,700,24/05/2025
4036,16917,Groundnut,Lupande,Airtel Money,12,13,12,12,80,80,0,0, -   ,0,0,0,0,16/05/2025
23775,16935,Navy Bean,Lwangeni,Paycode,21,23,21,21, 884.00 ,784,100,0,884," 20,132.00 ",18032,2100,0,17/07/2025
20506,16939,Navy Bean,Lwangeni,Paycode,21,23,21,21, 679.00 ,0,0,679,529," 5,769.00 ",0,0,11109,05/07/2025
11918,16947,Sunflower,Sunflower,Paycode,6,6,6,6,60,60,0,0,60,360,360,0,0,11/06/2025
15612,16951,Soy Bean,Kafue,Paycode,12,15,14,12,100,0,100,0,0,0,0,0,0,21/06/2025
9475,16980,Soy Bean,Kafue,Paycode,13,17,15,14,166,166,0,0,16,272,272,0,0,03/06/2025
15618,16989,Cowpea,Lutembwe,Paycode,10,13,12,10,450,450,0,0,450,5850,5850,0,0,21/06/2025
15610,16989,Soy Bean,Kafue,Paycode,12,15,14,12,2350,0,2350,0,2050,25200,0,28700,0,21/06/2025
15370,17005,Soy Bean,Kafue,Paycode,12,15,14,12,1300,1200,100,0,900,10550,12000,1400,0,20/06/2025
15374,17005,Cowpea,Bubebe,Paycode,10,13,12,10,300,0,300,0,300,3600,0,3600,0,20/06/2025
11297,17017,Soy Bean,Kafue,Paycode,13,17,15,14,1300,1300,0,0,900,13750,15300,0,0,09/06/2025
3715,17021,Groundnut,Lupande,Zamtel Money,12,13,12,12,40,40,0,0, -   ,0,0,0,0,14/05/2025
3707,17025,Groundnut,Lupande,Airtel Money,12,13,12,12,100,100,0,0, -   ,0,0,0,0,14/05/2025
4422,17033,Cowpea,Lutembwe,Paycode,10,13,12,10,340,340,0,0,275,9495,3575,0,0,17/05/2025
4413,17033,Soy Bean,Emerald,Paycode,13,17,15,14,548,100,448,0,448,5920,0,6720,0,17/05/2025
5988,17045,Soy Bean,Kafue,Paycode,13,17,15,14,386,386,0,0,256,3352,4352,0,0,23/05/2025
9145,17109,Groundnut,Lupande,Airtel Money,12,13,12,12,49,49,0,0, -   ,0,0,0,0,03/06/2025
9142,17113,Groundnut,Lupande,Airtel Money,12,13,12,12,40,40,0,0, -   ,0,0,0,0,03/06/2025
3591,17113,Groundnut,Lupande,Airtel Money,12,13,12,12,42,42,0,0, -   ,0,0,0,0,14/05/2025
9143,17113,Groundnut,Lupande,Airtel Money,12,13,12,12,3,3,0,0, -   ,0,0,0,0,03/06/2025
15577,25956,Navy Bean,Lwangeni,Airtel Money,21,23,21,21, 50.00 ,0,50,0,0, -   ,0,0,0,21/06/2025
4093,25976,Soy Bean,Kafue,Airtel Money,12,12,12,12,150,150,0,0,0,0,0,0,0,16/05/2025
22853,25980,Groundnut,Lupande,MTN Money,12,13,12,12,29,29,0,0, -   ,0,0,0,0,13/07/2025
20452,25980,Soy Bean,Kafue,MTN Money,10,10,10,10,60,60,0,0,0,0,0,0,0,04/07/2025
921,26016,Groundnut,Lupande,MTN Money,12,13,12,12,57,20,37,0, -   ,0,0,0,0,30/04/2025
11793,26036,Soy Bean,Kafue,Airtel Money,12,12,12,12,358,0,358,0,358,3975,0,4475,0,11/06/2025
1622,26044,Soy Bean,Kafue,MTN Money,12,12,12,12,638,638,0,0,538,6725,6725,0,0,06/05/2025
1623,26060,Groundnut,Lupande,MTN Money,12,13,12,12,82,82,0,0, -   ,0,0,0,0,06/05/2025
21821,26140,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 87.00 ,87,0,0,87," 2,175.00 ",2175,0,0,09/07/2025
18980,26144,Groundnut,Wamusanga,Airtel Money,13,16,14,13,40,40,0,0, 40.00 ,640,640,0,0,30/06/2025
22958,26160,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 164.00 ,164,0,0,164," 4,100.00 ",4100,0,0,11/07/2025
18034,26200,Groundnut,Wamusanga,Airtel Money,13,16,14,13,175,175,0,0, 175.00 ,2800,2800,0,0,27/06/2025
18033,26200,Groundnut,Wamusanga,Airtel Money,13,16,14,13,175,175,0,0, 175.00 ,2800,2800,0,0,27/06/2025
9433,26204,Groundnut,Wamusanga,Airtel Money,13,16,14,13,114,114,0,0, 14.00 ,224,224,0,0,03/06/2025
22498,17125,Groundnut,Lupande,Airtel Money,0,27,0,0,68,68,0,0, -   ,0,0,0,0,11/07/2025
1710,17176,Groundnut,Lupande,Airtel Money,12,13,12,12,13,13,0,0, -   ,0,0,0,0,07/05/2025
4200,17216,Soy Bean,Kafue,Airtel Money,13,17,15,14,1200,1200,0,0,1100,18700,18700,0,0,16/05/2025
3451,17220,Soy Bean,Kafue,Paycode,13,17,15,14,448,198,250,0,298,3566,816,3750,0,13/05/2025
20820,17273,Soy Bean,Kafue,Airtel Money,10,10,10,10,161,161,0,0,61,610,610,0,0,06/07/2025
20019,17353,Soy Bean,Kafue,Paycode,12,15,14,12,681,681,0,0,581,8715,8715,0,0,03/07/2025
23022,15406,Soy Bean,Kafue,Airtel Money,10,10,10,10,3600,3600,0,0,3600,36000,36000,0,0,14/07/2025
11267,15406,Soy Bean,Kafue,Airtel Money,12,12,12,12,1181,1181,0,0,1181,14762,14762,0,0,09/06/2025
2664,15406,Soy Bean,Kafue,Airtel Money,12,12,12,12,1272,1272,0,0,972,11650,12150,0,0,10/05/2025
2344,15446,Groundnut,Lupande,Airtel Money,12,13,12,12,34,34,0,0, -   ,0,0,0,0,09/05/2025
22579,15450,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 382.00 ,382,0,0,382," 6,950.00 ",9550,0,0,11/07/2025
14611,15474,Sugar bean,Lungwebungu,MTN Money,20,22,20,20, 139.00 ,139,0,0,139," 1,558.00 ",3058,0,0,18/06/2025
9,15502,Groundnut,Lupande,Paycode,14,15,14,14,75,75,0,0, 75.00 ,1155,1155,0,0,10/04/2025
5788,15522,Soy Bean,Emerald,Airtel Money,12,12,12,12,699,699,0,0,299,3737,3737,0,0,22/05/2025
23412,15526,Groundnut,Lupande,Airtel Money,12,13,12,12,55,0,0,55, 55.00 ,0,0,0,660,15/07/2025
26271,15546,Groundnut,Lupande,Airtel Money,12,13,12,12,0,0,0,0, -   ,0,0,0,0,15/12/2025
3291,15546,Groundnut,Lupande,Airtel Money,12,13,12,12,21,21,0,0, -   ,0,0,0,0,13/05/2025
26242,15566,Groundnut,Lupande,Airtel Money,12,13,12,12,0,0,0,0, -   ,0,0,0,0,15/12/2025
178,15566,Groundnut,Lupande,Paycode,12,13,12,12,52,33,19,0, -   ,0,0,0,0,21/04/2025
12447,15730,Groundnut,Lupande,Airtel Money,12,13,12,12,22,22,0,0, -   ,0,0,0,0,12/06/2025
26272,15746,Groundnut,Lupande,Airtel Money,12,13,12,12,0,0,0,0, -   ,0,0,0,0,15/12/2025
960,15759,Groundnut,Wamusanga,Airtel Money,12,13,12,12,51,51,0,0, 51.00 ,688,688,0,0,01/05/2025
5717,15763,Groundnut,Lupande,Zamtel Money,12,13,12,12,68,68,0,0, -   ,0,0,0,0,22/05/2025
487,15795,Groundnut,Lupande,Airtel Money,12,13,12,12,100,20,80,0, -   ,0,0,0,0,25/04/2025
5549,15804,Groundnut,Lupande,Airtel Money,12,13,12,12,38,38,0,0, -   ,0,0,0,0,22/05/2025
8900,15853,Soy Bean,Kafue,Paycode,13,17,15,14,1150,1150,0,0,1050,17350,17850,0,0,02/06/2025
7811,15869,Groundnut,Lupande,Airtel Money,12,13,12,12,13,13,0,0, -   ,0,0,0,0,29/05/2025
7057,15886,Soy Bean,Kafue,Airtel Money,13,17,15,14,150,0,0,150,10,140,0,0,140,27/05/2025
19099,26216,Groundnut,Lupande,Airtel Money,12,13,12,12,20,0,20,0, 20.00 ,10,0,240,0,30/06/2025
19098,26216,Groundnut,MGV8,Airtel Money,13,16,14,13,83,0,83,0, -   ,0,0,0,0,30/06/2025
5929,26220,Groundnut,MGV8,Airtel Money,13,16,14,13,760,760,0,0, 660.00 ,9960,10560,0,0,22/05/2025
20683,26224,Groundnut,MGV8,Airtel Money,13,16,14,13,100,100,0,0, -   ,0,0,0,0,05/07/2025
9549,26228,Groundnut,Lupande,MTN Money,12,13,12,12,108,108,0,0, 8.00 ,0,108,0,0,04/06/2025
7465,26244,Soy Bean,Kafue,MTN Money,12,12,12,12,1058,1058,0,0,958,10775,11975,0,0,28/05/2025
1653,26272,Soy Bean,Kafue,MTN Money,12,12,12,12,106,106,0,0,6,0,75,0,0,06/05/2025
26181,26292,Soy Bean,Kafue,Airtel Money,12,12,12,12,80,80,0,0,80,0,1000,0,0,27/11/2025
11325,26292,Soy Bean,Kafue,Paycode,11,11,11,11,100,0,0,100,0,0,0,0,0,09/06/2025
25322,26320,Sugar bean,Lungwebungu,Paycode,27,27,27,27, 100.00 ,100,0,0,0, -   ,0,0,0,30/07/2025
3649,26336,Soy Bean,Kafue,Paycode,12,12,12,12,296,296,0,0,196,1950,2450,0,0,14/05/2025
24781,26340,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 350.00 ,350,0,0,250," 6,525.00 ",7500,0,0,23/07/2025
24635,26344,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 200.00 ,200,0,0,100, 550.00 ,2500,0,0,23/07/2025
24636,26344,Navy Bean,Lwangeni,Paycode,21,23,21,21, 900.00 ,900,0,0,900," 20,700.00 ",20700,0,0,23/07/2025
19410,15898,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 191.00 ,191,0,0,191," 4,775.00 ",4775,0,0,01/07/2025
19726,15902,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 563.00 ,0,563,0,563," 9,986.00 ",0,12386,0,02/07/2025
14918,15914,Sugar bean,Lungwebungu,MTN Money,20,22,20,20, 196.00 ,196,0,0,196," 4,312.00 ",4312,0,0,19/06/2025
2546,15931,Groundnut,Lupande,Airtel Money,12,13,12,12,27,0,27,0, -   ,0,0,0,0,09/05/2025
26275,15940,Groundnut,Lupande,Airtel Money,12,13,12,12,0,0,0,0, -   ,0,0,0,0,15/12/2025
1093,15940,Groundnut,Lupande,Airtel Money,12,13,12,12,62,0,62,0, -   ,0,0,0,0,01/05/2025
21825,15944,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 279.00 ,279,0,0,279," 6,375.00 ",6975,0,0,09/07/2025
5656,15948,Soy Bean,Kafue,Paycode,13,17,15,14,300,300,0,0,200,3400,3400,0,0,22/05/2025
24179,15972,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 203.00 ,203,0,0,203," 4,475.00 ",5075,0,0,20/07/2025
21991,16022,Soy Bean,Kafue,Airtel Money,10,10,10,10,177,177,0,0,77,770,770,0,0,10/07/2025
7595,16050,Soy Bean,Kafue,Paycode,13,17,15,14,265,140,125,0,165,2055,680,1875,0,28/05/2025
21831,16054,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 349.00 ,349,0,0,349," 6,724.00 ",8725,0,0,09/07/2025
11563,16066,Groundnut,Wamusanga,Airtel Money,13,16,14,13,80,80,0,0, -   ,0,0,0,0,10/06/2025
1091,16150,Groundnut,Lupande,Paycode,12,13,12,12,66,0,66,0, -   ,0,0,0,0,01/05/2025
26031,26356,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 200.00 ,200,0,0,200," 5,000.00 ",5000,0,0,23/09/2025
21762,26364,Soy Bean,Kafue,Paycode,12,15,14,12,100,100,0,0,0,0,0,0,0,09/07/2025
15162,26392,Soy Bean,Emerald,Airtel Money,10,10,10,10,73,0,0,73,0,0,0,0,0,20/06/2025
15272,26420,Soy Bean,Emerald,Airtel Money,10,10,10,10,100,0,0,100,0,0,0,0,0,20/06/2025
20893,26428,Navy Bean,Lwangeni,Paycode,21,23,21,21, 550.00 ,550,0,0,500," 10,500.00 ",11500,0,0,06/07/2025
21713,26436,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 700.00 ,700,0,0,600," 13,025.00 ",15000,0,0,09/07/2025
23914,26488,Navy Bean,Lwangeni,Paycode,21,23,21,21, 39.00 ,0,39,0,39, 819.00 ,0,819,0,18/07/2025
656,26528,Soy Bean,Kafue,Airtel Money,12,12,12,12,327,327,0,0,227,2337,2837,0,0,29/04/2025
22843,26568,Navy Bean,Lwangeni,Paycode,21,23,21,21, 650.00 ,650,0,0,600," 10,550.00 ",13800,0,0,13/07/2025
2589,26608,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,100,0,0,0,0,0,0,0,10/05/2025
24143,26620,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 100.00 ,100,0,0,50, 525.00 ,1500,0,0,20/07/2025
